vehicle_id,brand,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0000,BMW,2023-01-01 00:00:00,31381.561743305563,99.3882128176128,2212.155243177671,55.52250450717497,91.78810523628485,68.36816243416183,4.0763150631305,93.47578191375344,5.939225824704639,36.81773210535528,123.5716478332705,1.2468345504984777,1090.6607993244083,948.0490608339156,7.751080784541192,209.7159268971743,0,3.9396357095647705,33.44228268666552,31.165627099524645,59.63654275458771,52.398097277302035,11.772458451584917,-56.67792042140357,28.472225887316583,14.281713343224979,62.57250742116127,90.82879195977996,116.50123881560366,24.18705745284781,83.7857957904418,31.986296151746107,78.20339505719585,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 00:56:00,31391.284155407044,84.11870563097045,961.7952510156351,57.799345646487595,87.28328177134112,99.06439353967228,7.059168090436938,77.4340903412723,51.21950209743945,46.28114739235242,459.5536216942363,1.9186112832665292,1090.8695288865026,1159.3977643401552,7.745845922206134,99.57412844721826,0,88.70521853381572,109.41515140953823,41.51417458617224,60.885401567222495,57.82186373452103,12.286638497002613,-26.111755972895537,25.799318259088768,14.011732553860464,83.55612099854802,90.82623808659983,39.40993319935926,15.148875428189154,57.41850139600373,30.620539429296233,84.38972664669173,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 01:00:00,31490.411857509225,96.88726327052626,2647.9799688137464,38.43896429721184,93.0290108552688,20.871930897358524,6.814661760637247,45.953808553944405,18.424691759691427,67.72964779395758,764.735280551873,2.0804837985359548,1091.620958726107,971.6275126551693,7.727313914752201,13.520961284017588,0,46.27074621484131,18.49403126595716,49.35862500530691,119.72405506322323,142.03012144928834,13.19895949128687,22.58502662954917,24.251833483658835,14.06136410109797,73.7067756373165,90.81468072662507,74.02839183079452,18.02420687406184,47.68011500362918,28.392299584377962,83.16000743906686,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 01:12:00,31563.621499185363,105.46531237980588,1034.8959736345723,37.28125077075677,85.18948934488911,80.15403887103238,4.329063312370847,36.07967747311983,40.69467683074461,28.69119283413706,95.65869889222648,2.401856558221982,1092.7670711696724,1035.860891099883,7.702459793784875,107.4336055852716,1,57.7686378319555,106.95005113747561,64.30041793880903,58.22769818407175,20.835755975986046,13.189686680713447,-38.37557478119358,23.086666117447102,14.021528769539417,86.17192843955786,90.8044841479273,62.44846362497369,20.28154829191364,67.63004045835459,34.38606270699021,76.16459043164384,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 01:27:00,31463.271669082766,91.13052748236467,2723.042460576982,41.71971512863537,90.99796256174105,13.892586315695333,1.5646302794795997,69.31675409808102,47.48948053431114,44.79694218451008,484.77629415561455,1.8914112894140434,1091.4550854179054,1021.8043028297064,7.729656723454166,26.430564899214602,0,64.28697555461535,66.38252862031267,98.64755785930473,104.58406959711621,109.44453320841824,12.62292036897779,51.582360454325205,29.472934032073038,14.076960355800184,60.2166992580878,90.8194269063714,70.29442827280373,35.05894671363565,57.22156259627194,33.490971019058684,76.10724809177461,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 01:28:00,31428.08801495574,103.5214314124777,742.050436956051,50.39884834258126,83.50315535589729,80.28024443021758,10.792361754035737,52.63481490380765,14.532124699387923,0.0,76.76440066141436,1.2862372052329079,1091.2458032473521,1094.2826098216906,7.738504770901991,99.99231964366302,0,77.91260312203092,41.78574755742321,112.69631873487934,47.333568706784725,41.03309131153158,12.405697349948595,25.597456300791773,28.847736595033034,14.394460674175036,49.47222057087424,90.8214621013984,82.07779779814499,23.138713974425173,80.54013524350188,30.634997106057163,79.03923350176734,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 02:06:00,31560.288546871983,92.4171869857926,2465.544515871138,56.49345676951815,90.94256339311002,39.481119254160745,2.9199171167305247,29.22031213263456,37.776145841620774,60.00517734047442,144.02935105956706,1.2029347867167635,1092.4863509886516,939.0287517218032,7.705246054021781,100.50090396451233,0,40.83170840231024,32.42874089717279,17.06187202388149,37.95626759745099,30.12608505454808,12.178040389365947,21.00091790449422,32.66815213134412,13.947318714588596,88.96980442447497,90.8070565083345,117.59786973607306,54.38743633623796,60.26286936356447,29.287110098384595,77.33299759440646,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 02:10:00,31501.581227390972,101.91465607800733,2380.472929127903,41.92645018959038,89.95882231801211,46.132515165875354,1.9527309960010752,12.571327614760715,0.0,72.18316166476973,359.7491437829142,1.8026255616436373,1091.9122784963072,1015.0234541934584,7.718379386881566,58.593846982319846,0,58.15734163789051,38.12106425760162,35.96683629784533,70.3923635908143,99.49930292858197,12.235806257366,14.392275615532174,17.661554645464957,14.298050341433537,92.1998697032941,90.8129549335507,69.3598923143259,22.779603567953792,52.53487455781236,28.142885462098352,82.33260408320837,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 02:24:00,31602.524198721447,92.34392176066484,2735.497625742981,48.75012977997211,91.1830848519495,76.73254590581094,7.921248580403683,45.57219610430093,14.664452512232337,31.423924832844396,424.64462439162764,2.6007557846363882,1093.2252198083465,922.6125091018907,7.697851093686273,39.943667428249746,0,28.618267322536628,48.089934541053054,33.97201193042682,109.44667397956339,57.493751999147165,13.027037474321503,14.98536330782825,30.799555141548637,14.044208744715991,68.90007244641848,90.80144571673301,97.3959146296061,27.631916234853765,61.30844867459706,29.431167546002495,81.8704995412588,0,0,0,2050-01-01 00:00:00,No Failure
VEH0000,BMW,2023-01-01 03:00:00,31770.996749105314,97.361002832568,3585.7235215919018,39.71523973563492,88.91748310905828,2.89496619880808,5.200883002763578,46.721964134295355,0.0,71.72741174764226,247.6815657610648,0.7594174900276287,1095.0392792970647,975.5696427034943,7.67205183746116,63.941752737181275,0,0.57195861516115,29.700536828444676,58.843421586753514,34.67545929947964,63.16594409396766,12.769461658593046,43.25917556802176,21.12910424264913,14.206073392146948,53.55669561056908,90.77984248225509,33.33045151812572,20.880969980570214,50.3538514053143,31.852294426916046,83.66777209450296,0,0,0,2050-01-01 00:00:00,No Failure
